"Specimen Number","Species ID","Group","Family","Scientific Name","Common Name","Country","State","County","Locality","Latitude","Longitude","Source","Accuracy","Drainage Name","HUC 8 Number","Year","Month","Day","Status","Comments","record_type","disposal","Museum_Cat_No","fresh_marine_intro","Reference 1","Type 1","Date 1","Author 1","Title 1","Publisher 1","Location 1","Reference 2","Type 2","Date 2","Author 2","Title 2","Publisher 2","Location 2","Reference 3","Type 3","Date 3","Author 3","Title 3","Publisher 3","Location 3","Reference 4","Type 4","Date 4","Author 4","Title 4","Publisher 4","Location 4","Reference 5","Type 5","Date 5","Author 5","Title 5","Publisher 5","Location 5","Reference 6","Type 6","Date 6","Author 6","Title 6","Publisher 6","Location 6"
"1557801","2961","Plants","Typhaceae","Typha X glauca","white cattail","Canada","ONT","","[No locality description provided]","44.1397","-77.34442","reported","Accurate","Lake Ontario","04150200","2013","8","20","established","n=2 aggregate IDs by 1e-04  decimal accuracy, from 2013-08-20 to 2013-08-20; <a href = http://www.misin.msu.edu/browse/record.php?id=518650 target = _blank >MISIN report ID 518650</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1557808","2961","Plants","Typhaceae","Typha X glauca","white cattail","Canada","ONT","","[No locality description provided]","44.13976","-77.34442","reported","Accurate","Lake Ontario","04150200","2013","8","20","established","n=3 aggregate IDs by 1e-04  decimal accuracy, from 2013-08-20 to 2013-08-20; <a href = http://www.misin.msu.edu/browse/record.php?id=518656 target = _blank >MISIN report ID 518656</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1557817","2961","Plants","Typhaceae","Typha X glauca","white cattail","Canada","ONT","","[No locality description provided]","44.13985","-77.34445","reported","Accurate","Lake Ontario","04150200","2013","8","20","established","n=5 aggregate IDs by 1e-04  decimal accuracy, from 2013-08-20 to 2013-08-20; <a href = http://www.misin.msu.edu/browse/record.php?id=518665 target = _blank >MISIN report ID 518665</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1613806","2961","Plants","Typhaceae","Typha X glauca","white cattail","Canada","ONT","","[No locality description provided]","44.0136","-77.55783","reported","Accurate","Lake Ontario","04150200","2013","8","20","established","<a href = http://www.misin.msu.edu/browse/record.php?id=519128 target = _blank >MISIN report ID 519128</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1558780","2961","Plants","Typhaceae","Typha X glauca","white cattail","Canada","ONT","","[No locality description provided]","44.86852","-79.82053","reported","Accurate","Lake Huron","04080300","2013","7","26","established","<a href = http://www.misin.msu.edu/browse/record.php?id=517160 target = _blank >MISIN report ID 517160</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1558782","2961","Plants","Typhaceae","Typha X glauca","white cattail","Canada","ONT","","[No locality description provided]","44.8687","-79.82055","reported","Accurate","Lake Huron","04080300","2013","7","26","established","<a href = http://www.misin.msu.edu/browse/record.php?id=517159 target = _blank >MISIN report ID 517159</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1558784","2961","Plants","Typhaceae","Typha X glauca","white cattail","Canada","ONT","","[No locality description provided]","44.86887","-79.8188","reported","Accurate","Lake Huron","04080300","2013","7","26","established","<a href = http://www.misin.msu.edu/browse/record.php?id=517172 target = _blank >MISIN report ID 517172</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1558786","2961","Plants","Typhaceae","Typha X glauca","white cattail","Canada","ONT","","[No locality description provided]","44.869","-79.817","reported","Accurate","Lake Huron","04080300","2013","7","26","established","<a href = http://www.misin.msu.edu/browse/record.php?id=517180 target = _blank >MISIN report ID 517180</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1558790","2961","Plants","Typhaceae","Typha X glauca","white cattail","Canada","ONT","","[No locality description provided]","44.86906","-79.81879","reported","Accurate","Lake Huron","04080300","2013","7","26","established","<a href = http://www.misin.msu.edu/browse/record.php?id=517170 target = _blank >MISIN report ID 517170</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1558793","2961","Plants","Typhaceae","Typha X glauca","white cattail","Canada","ONT","","[No locality description provided]","44.86912","-79.81701","reported","Accurate","Lake Huron","04080300","2013","7","26","established","<a href = http://www.misin.msu.edu/browse/record.php?id=517178 target = _blank >MISIN report ID 517178</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1558795","2961","Plants","Typhaceae","Typha X glauca","white cattail","Canada","ONT","","[No locality description provided]","44.86926","-79.81879","reported","Accurate","Lake Huron","04080300","2013","7","26","established","<a href = http://www.misin.msu.edu/browse/record.php?id=517168 target = _blank >MISIN report ID 517168</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1558800","2961","Plants","Typhaceae","Typha X glauca","white cattail","Canada","ONT","","[No locality description provided]","44.86927","-79.82054","reported","Accurate","Lake Huron","04080300","2013","7","26","established","n=2 aggregate IDs by 1e-04  decimal accuracy, from 2013-07-26 to 2013-07-26; <a href = http://www.misin.msu.edu/browse/record.php?id=517166 target = _blank >MISIN report ID 517166</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1558804","2961","Plants","Typhaceae","Typha X glauca","white cattail","Canada","ONT","","[No locality description provided]","44.86958","-79.82056","reported","Accurate","Lake Huron","04080300","2013","7","26","established","<a href = http://www.misin.msu.edu/browse/record.php?id=517153 target = _blank >MISIN report ID 517153</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1558807","2961","Plants","Typhaceae","Typha X glauca","white cattail","Canada","ONT","","[No locality description provided]","44.86961","-79.81875","reported","Accurate","Lake Huron","04080300","2013","7","26","established","<a href = http://www.misin.msu.edu/browse/record.php?id=517163 target = _blank >MISIN report ID 517163</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
